קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה
22.0,1970.0,27/07/2021,הרב קניאל 11,10870-98-96,דירה בבית קומות,3,שש עשרה,67.8,"980,000 ₪",רמת ויזניץ
22.0,1970.0,16/08/2017,הרב קניאל 11,10870-98-96,דירה בבית קומות,3,שש עשרה,67.8,"675,000 ₪",רמת ויזניץ
0.0,0.0,04/07/2021,ללא כתובת,11188-61-42,דירה בבית קומות,5,שניה,111,"1,600,000 ₪",רמת ויזניץ
0.0,0.0,03/07/2021,ללא כתובת,11188-61-41,לא ידוע,5,שניה,111,"1,600,000 ₪",רמת ויזניץ
4.0,1940.0,24/06/2021,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"773,000 ₪",רמת ויזניץ
4.0,1940.0,22/06/2015,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"588,000 ₪",רמת ויזניץ
4.0,1940.0,04/03/2010,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"425,000 ₪",רמת ויזניץ
4.0,1940.0,28/08/2001,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"262,000 ₪",רמת ויזניץ
0.0,0.0,23/06/2021,ללא כתובת,11188-61-40,דירת גן,5,רביעית,87,"1,100,000 ₪",רמת ויזניץ
0.0,0.0,23/06/2021,ללא כתובת,10867-128-2,דירה בבית קומות,2,קרקע,52.95,"500,000 ₪",רמת ויזניץ
0.0,0.0,23/06/2021,ללא כתובת,10867-128-3,דירה בבית קומות,3,ראשונה,69.45,"750,000 ₪",רמת ויזניץ
0.0,0.0,22/06/2021,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"612,000 ₪",רמת ויזניץ
0.0,0.0,19/11/2017,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"595,000 ₪",רמת ויזניץ
0.0,0.0,31/12/2009,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"155,000 ₪",רמת ויזניץ
2.0,1950.0,14/06/2021,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"440,000 ₪",רמת ויזניץ
2.0,1950.0,04/01/2016,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"430,000 ₪",רמת ויזניץ
2.0,1950.0,12/03/2012,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"270,000 ₪",רמת ויזניץ
2.0,1950.0,09/10/2011,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"250,000 ₪",רמת ויזניץ
2.0,1950.0,13/04/2011,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"180,000 ₪",רמת ויזניץ
3.0,1960.0,08/06/2021,מקור ברוך 18,11188-84-23,דירת גן,3,קרקע,71.6,"950,000 ₪",רמת ויזניץ
3.0,1950.0,03/06/2021,זבולון 15,10907-36-20,דירה בבית קומות,2,לא ידוע,30,"500,000 ₪",רמת ויזניץ
3.0,1950.0,12/05/2021,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"743,000 ₪",רמת ויזניץ
3.0,1950.0,31/05/2015,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"640,000 ₪",רמת ויזניץ
3.0,1950.0,26/10/2012,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"420,000 ₪",רמת ויזניץ
3.0,1950.0,10/06/2009,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"259,000 ₪",רמת ויזניץ
0.0,0.0,09/05/2021,ללא כתובת,10867-124-12,דירה בבית קומות,3,שניה,46.82,"700,000 ₪",רמת ויזניץ
0.0,0.0,01/04/2021,ללא כתובת,10867-124-8,דירה בבית קומות,2,ראשונה,60.41,"880,000 ₪",רמת ויזניץ
0.0,0.0,24/02/2021,ללא כתובת,10867-201-7,דירה בבית קומות,3,ראשונה,84.4,"870,000 ₪",רמת ויזניץ
0.0,0.0,10/02/2021,ללא כתובת,11188-61-38,דירה בבית קומות,3,שניה,87,"1,050,000 ₪",רמת ויזניץ
0.0,0.0,10/02/2021,ללא כתובת,11188-61-39,דירה בבית קומות,3,שביעית,87,"1,100,000 ₪",רמת ויזניץ
8.0,2000.0,28/01/2021,אהבת ישראל 10,11188-128-25,דירה בבית קומות,3,שמינית,74.93,"900,000 ₪",רמת ויזניץ
8.0,2000.0,06/04/2005,אהבת ישראל 10,11188-128-25,דירה בבית קומות,3,שמינית,74.93,"580,000 ₪",רמת ויזניץ
0.0,0.0,25/01/2021,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"850,000 ₪",רמת ויזניץ
0.0,0.0,04/09/2015,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"800,000 ₪",רמת ויזניץ
0.0,0.0,10/01/2007,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"276,000 ₪",רמת ויזניץ
0.0,0.0,24/05/2004,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"252,000 ₪",רמת ויזניץ
0.0,0.0,31/12/2020,ללא כתובת,11188-61-37,דירה בבית קומות,5,שלישית,111,"1,440,000 ₪",רמת ויזניץ
8.0,2010.0,17/12/2020,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"1,000,000 ₪",רמת ויזניץ
8.0,2010.0,28/10/2014,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"750,000 ₪",רמת ויזניץ
8.0,2010.0,16/06/2010,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"550,000 ₪",רמת ויזניץ
6.0,2010.0,08/12/2020,אהבת ישראל 16,11188-131-1,דירה בבית קומות,5,שניה,99.5,"1,770,000 ₪",רמת ויזניץ
8.0,2000.0,29/11/2020,אהבת ישראל 4,11188-1-12,דירה בבית קומות,4,שניה,118,"1,300,000 ₪",רמת ויזניץ
0.0,0.0,22/11/2020,ללא כתובת,10867-124-5,דירה בבית קומות,3,ראשונה,46.82,"800,000 ₪",רמת ויזניץ
0.0,0.0,25/08/2010,ללא כתובת,10867-124-5,דירה בבית קומות,3,ראשונה,46.82,"280,000 ₪",רמת ויזניץ
0.0,0.0,16/03/2010,ללא כתובת,10867-124-5,דירה בבית קומות,3,ראשונה,46.82,"265,000 ₪",רמת ויזניץ
0.0,0.0,15/11/2020,ללא כתובת,10867-215-2,דירה בבית קומות,8,ראשונה,249,"1,366,000 ₪",רמת ויזניץ
0.0,0.0,03/11/2020,ללא כתובת,10867-119-1,דירה בבית קומות,5,ראשונה,300,"800,000 ₪",רמת ויזניץ
2.0,1935.0,01/11/2020,מיכאל 43,10907-39-9,דירה בבית קומות,3,ראשונה,70,"750,000 ₪",רמת ויזניץ
22.0,1970.0,01/11/2020,הרב קניאל 11,10870-98-126,דירה בבית קומות,3,עשרים ואחת,67.8,"920,000 ₪",רמת ויזניץ
22.0,1970.0,18/10/2020,הרב קניאל 11,10870-98-85,דירה בבית קומות,4,ארבע עשרה,83.1,"1,250,000 ₪",רמת ויזניץ
22.0,1970.0,30/09/2020,הרב קניאל 11,10870-98-87,דירה בבית קומות,3,חמש עשרה,70.7,"865,000 ₪",רמת ויזניץ
22.0,1970.0,05/10/2012,הרב קניאל 11,10870-98-87,דירה בבית קומות,3,חמש עשרה,70.7,"704,000 ₪",רמת ויזניץ
0.0,0.0,24/09/2020,ללא כתובת,10867-169-5,דירה בבית קומות,2,שניה,50.23,"815,000 ₪",רמת ויזניץ
0.0,0.0,02/04/2013,ללא כתובת,10867-169-5,דירה בבית קומות,2,שניה,50.23,"420,000 ₪",רמת ויזניץ
0.0,0.0,31/08/2020,ללא כתובת,11188-61-54,דירה בבית קומות,4,שלישית,101,"1,260,000 ₪",רמת ויזניץ
3.0,1960.0,31/08/2020,מקור ברוך 8,11188-98-14,דירה בבית קומות,2.5,שלישית,55.1,"840,000 ₪",רמת ויזניץ
5.0,1968.0,03/08/2020,מקור ברוך 10,11188-99-4,דירה בבית קומות,3,ראשונה,59,"1,030,300 ₪",רמת ויזניץ
3.0,1950.0,09/07/2020,זבולון 15,10907-36-21,דירה בבית קומות,1.5,לא ידוע,27,"360,000 ₪",רמת ויזניץ
22.0,1970.0,06/07/2020,הרב קניאל 11,10870-98-68,דירה בבית קומות,3,אחת עשרה,68.9,"770,000 ₪",רמת ויזניץ
22.0,1970.0,11/11/2010,הרב קניאל 11,10870-98-68,דירה בבית קומות,3,אחת עשרה,68.9,"620,000 ₪",רמת ויזניץ
2.0,1950.0,21/06/2020,מיכאל 41,10907-37-8,דירה בבית קומות,2,ראשונה,50.46,"720,000 ₪",רמת ויזניץ
3.0,1950.0,10/05/2020,זבולון 13,10907-34-12,דירה בבית קומות,3,שלישית,55.1,"815,000 ₪",רמת ויזניץ
3.0,1950.0,18/04/2010,זבולון 13,10907-34-12,דירה בבית קומות,3,שלישית,55.1,"375,000 ₪",רמת ויזניץ
4.0,1970.0,29/12/2019,הרב קניאל 1,10870-99-13,דירה בבית קומות,4,שניה,100,"1,125,000 ₪",רמת ויזניץ
0.0,0.0,19/12/2019,ללא כתובת,10867-3-51,דירה,3,לא ידוע,75,"870,000 ₪",רמת ויזניץ
0.0,0.0,18/12/2019,ללא כתובת,10867-3-49,דירה,3,לא ידוע,75,"930,000 ₪",רמת ויזניץ
0.0,0.0,18/12/2019,ללא כתובת,10867-3-48,דירה,3,לא ידוע,75,"870,000 ₪",רמת ויזניץ
0.0,0.0,18/12/2019,ללא כתובת,10867-3-47,דירה,3,לא ידוע,73,"830,000 ₪",רמת ויזניץ
0.0,0.0,18/12/2019,ללא כתובת,10867-3-50,דירה,4,לא ידוע,88,"1,070,000 ₪",רמת ויזניץ
0.0,0.0,08/12/2019,ללא כתובת,11188-61-36,מחסנים,לא ידוע,ראשונה,400,"2,000,000 ₪",רמת ויזניץ
4.0,1940.0,06/11/2019,זבולון 11,10907-31-7,דירה בבית קומות,3,קומת גג,53.44,"880,000 ₪",רמת ויזניץ
4.0,1940.0,29/11/2012,זבולון 11,10907-31-7,דירה בבית קומות,3,קומת גג,53.44,"539,000 ₪",רמת ויזניץ
4.0,1940.0,26/11/2008,זבולון 11,10907-31-7,דירה בבית קומות,3,קומת גג,53.44,"320,000 ₪",רמת ויזניץ
0.0,0.0,28/10/2019,ללא כתובת,10867-122-10,דירה בבית קומות,3,שלישית,52.4,"840,000 ₪",רמת ויזניץ
0.0,0.0,08/10/2013,ללא כתובת,10867-122-10,דירה בבית קומות,3,שלישית,52.4,"605,000 ₪",רמת ויזניץ
0.0,0.0,11/06/2012,ללא כתובת,10867-122-10,דירה בבית קומות,3,שלישית,52.4,"570,000 ₪",רמת ויזניץ
0.0,0.0,22/10/2019,ללא כתובת,11188-61-35,דירה בבית קומות,5,ראשונה,111,"1,465,000 ₪",רמת ויזניץ
3.0,1950.0,21/08/2019,זבולון 13,10907-34-11,דירה בבית קומות,3,שלישית,56,"875,000 ₪",רמת ויזניץ
0.0,0.0,12/08/2019,ללא כתובת,11188-61-55,דירה בבית קומות,5,חמישית,111,"1,510,000 ₪",רמת ויזניץ
5.0,1970.0,08/07/2019,"האר""י 22",11188-121-9,דירה בבית קומות,2,ראשונה,36.6,"515,000 ₪",רמת ויזניץ
4.0,1940.0,05/07/2019,ארנון 4,10907-32-3,דירה בבית קומות,2,שניה,55,"600,000 ₪",רמת ויזניץ
0.0,0.0,26/06/2019,ללא כתובת,11188-61-34,דירה בבית קומות,3,שמינית,82,"1,075,000 ₪",רמת ויזניץ
0.0,0.0,24/06/2019,ללא כתובת,11188-61-33,דירה בבית קומות,3,שישית,95,"1,150,000 ₪",רמת ויזניץ
0.0,0.0,24/06/2019,ללא כתובת,11188-61-56,דירה בבית קומות,4,שניה,101,"1,325,000 ₪",רמת ויזניץ
8.0,2000.0,19/06/2019,אהבת ישראל 10,11188-128-15,דירה בבית קומות,3,שישית,75.05,"1,000,000 ₪",רמת ויזניץ
0.0,0.0,05/06/2019,ללא כתובת,11188-61-30,דירה בבית קומות,4,ראשונה,101,"1,305,000 ₪",רמת ויזניץ
0.0,0.0,05/06/2019,ללא כתובת,11188-61-31,דירה בבית קומות,4,רביעית,101,"1,340,000 ₪",רמת ויזניץ
0.0,0.0,05/06/2019,ללא כתובת,11188-61-32,דירה בבית קומות,5,שמינית,111,"1,480,000 ₪",רמת ויזניץ
0.0,0.0,26/05/2019,ללא כתובת,11188-61-29,דירה בבית קומות,5,רביעית,111,"1,480,000 ₪",רמת ויזניץ
0.0,0.0,26/05/2019,ללא כתובת,11188-61-28,דירה בבית קומות,3,שלישית,87,"1,080,000 ₪",רמת ויזניץ
0.0,0.0,26/05/2019,ללא כתובת,11188-61-27,דירה בבית קומות,3,ראשונה,87,"1,050,000 ₪",רמת ויזניץ
4.0,1970.0,25/05/2019,הרב קניאל 1,10870-99-12,דירה בבית קומות,4,שניה,100,"1,100,000 ₪",רמת ויזניץ
0.0,0.0,08/05/2019,ללא כתובת,11188-61-57,דירה בבית קומות,5,שביעית,120,"1,530,000 ₪",רמת ויזניץ
0.0,0.0,07/05/2019,ללא כתובת,11188-61-26,דירה,5,לא ידוע,111,"1,530,310 ₪",רמת ויזניץ
0.0,0.0,16/04/2019,ללא כתובת,11188-61-25,דירה בבית קומות,5,שישית,130,"1,496,000 ₪",רמת ויזניץ
0.0,0.0,15/04/2019,ללא כתובת,11188-61-24,דירה,5,לא ידוע,111,"1,496,640 ₪",רמת ויזניץ
0.0,0.0,14/04/2019,ללא כתובת,11188-61-58,דירה בבית קומות,3,חמישית,80,"964,140 ₪",רמת ויזניץ
0.0,0.0,13/04/2019,ללא כתובת,11188-61-22,דירה,4,לא ידוע,101,"1,309,970 ₪",רמת ויזניץ
0.0,0.0,10/04/2019,ללא כתובת,11188-61-19,דירה בבית קומות,3,תשיעית,95,"1,124,000 ₪",רמת ויזניץ
0.0,0.0,10/04/2019,ללא כתובת,11188-61-20,דירה בבית קומות,4,שישית,120,"1,302,000 ₪",רמת ויזניץ
0.0,0.0,10/04/2019,ללא כתובת,11188-61-21,דירה בבית קומות,4,שביעית,120,"1,314,000 ₪",רמת ויזניץ
0.0,0.0,09/04/2019,ללא כתובת,11188-61-17,דירה,4,לא ידוע,101,"1,302,640 ₪",רמת ויזניץ
0.0,0.0,09/04/2019,ללא כתובת,11188-61-18,דירה,4,לא ידוע,101,"1,314,200 ₪",רמת ויזניץ
0.0,0.0,09/04/2019,ללא כתובת,11188-61-16,דירה,3,לא ידוע,83,"1,124,000 ₪",רמת ויזניץ
0.0,0.0,04/04/2019,ללא כתובת,11188-61-60,דירה בבית קומות,3,שמינית,100,"1,075,000 ₪",רמת ויזניץ
0.0,0.0,04/04/2019,ללא כתובת,11188-61-15,דירה בבית קומות,3,תשיעית,100,"1,188,000 ₪",רמת ויזניץ
0.0,0.0,03/04/2019,ללא כתובת,11188-61-11,דירה,3,לא ידוע,82,"1,095,000 ₪",רמת ויזניץ
0.0,0.0,03/04/2019,ללא כתובת,11188-61-10,דירה,3,לא ידוע,82,"1,075,000 ₪",רמת ויזניץ
0.0,0.0,03/04/2019,ללא כתובת,11188-61-12,דירה,3,לא ידוע,84,"1,188,938 ₪",רמת ויזניץ
0.0,0.0,03/04/2019,ללא כתובת,11188-61-14,דירה,4,לא ידוע,101,"1,294,313 ₪",רמת ויזניץ
0.0,0.0,03/04/2019,ללא כתובת,11188-61-13,דירה,4,לא ידוע,101,"1,270,000 ₪",רמת ויזניץ
3.0,1950.0,25/03/2019,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"625,000 ₪",רמת ויזניץ
3.0,1950.0,03/12/2012,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"320,000 ₪",רמת ויזניץ
3.0,1950.0,15/07/2010,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"285,000 ₪",רמת ויזניץ
3.0,1950.0,19/07/2000,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"266,000 ₪",רמת ויזניץ
0.0,0.0,13/02/2019,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"870,000 ₪",רמת ויזניץ
0.0,0.0,30/12/2016,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"730,000 ₪",רמת ויזניץ
0.0,0.0,12/09/2012,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"445,000 ₪",רמת ויזניץ
0.0,0.0,26/03/2009,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"266,000 ₪",רמת ויזניץ
0.0,0.0,07/02/2019,ללא כתובת,10867-169-2,דירה בבית קומות,3,ראשונה,50.23,"750,000 ₪",רמת ויזניץ
3.0,1950.0,06/02/2019,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"650,000 ₪",רמת ויזניץ
3.0,1950.0,01/12/2011,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"409,000 ₪",רמת ויזניץ
3.0,1950.0,24/03/2009,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"245,000 ₪",רמת ויזניץ
3.0,1950.0,29/05/2008,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"168,000 ₪",רמת ויזניץ
3.0,1950.0,29/12/1999,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"255,000 ₪",רמת ויזניץ
3.0,1950.0,05/02/2019,זבולון 15,10907-36-22,דירה בבית קומות,2,לא ידוע,25,"345,000 ₪",רמת ויזניץ
0.0,0.0,05/02/2019,ללא כתובת,10867-216-1,קרקע למגורים,לא ידוע,לא ידוע,249,"550,000 ₪",רמת ויזניץ
5.0,1970.0,01/02/2019,"האר""י 22",11188-121-13,דירה בבית קומות,3,שלישית,75.5,"375,000 ₪",רמת ויזניץ
4.0,1970.0,31/12/2018,הרב קניאל 1,10870-99-11,דירה בבית קומות,4,שניה,89,"1,050,000 ₪",רמת ויזניץ
6.0,2010.0,17/12/2018,אהבת ישראל 16,11188-131-13,דירה בבית קומות,4,שישית,92.96,"1,200,000 ₪",רמת ויזניץ
6.0,2010.0,24/05/2010,אהבת ישראל 16,11188-131-13,דירה בבית קומות,4,שישית,92.96,"711,000 ₪",רמת ויזניץ
4.0,1970.0,26/11/2018,הרב קניאל 1,10870-99-10,דירה בבית קומות,4,ראשונה,89,"1,100,000 ₪",רמת ויזניץ
2.0,1950.0,18/11/2018,ארנון 10,10907-43-1,דירה בבית קומות,2,קרקע,50.6,"630,000 ₪",רמת ויזניץ
3.0,1950.0,23/10/2018,זבולון 15,10907-36-8,דירה בבית קומות,2,ראשונה,27,"305,000 ₪",רמת ויזניץ
3.0,1950.0,27/05/2010,זבולון 15,10907-36-8,דירה בבית קומות,2,ראשונה,27,"227,000 ₪",רמת ויזניץ
2.0,1982.0,14/10/2018,מקור ברוך 15,11188-162-1,דירה בבית קומות,3.5,שניה,98,"1,300,000 ₪",רמת ויזניץ
8.0,2000.0,15/09/2018,אהבת ישראל 4,11188-1-11,דירה בבית קומות,6,תשיעית,131,"1,300,000 ₪",רמת ויזניץ
3.0,1950.0,24/08/2018,זבולון 15,10907-36-23,דירה בבית קומות,1.5,לא ידוע,27,"200,000 ₪",רמת ויזניץ
1.0,1990.0,07/08/2018,מקור ברוך 13,11188-144-2,מחסנים,לא ידוע,ראשונה,50,"180,000 ₪",רמת ויזניץ
0.0,0.0,24/07/2018,ללא כתובת,10867-124-6,דירה בבית קומות,3,ראשונה,41.59,"750,000 ₪",רמת ויזניץ
0.0,0.0,14/06/2011,ללא כתובת,10867-124-6,דירה בבית קומות,3,ראשונה,41.59,"485,000 ₪",רמת ויזניץ
0.0,0.0,05/03/2009,ללא כתובת,10867-124-6,דירה בבית קומות,3,ראשונה,41.59,"192,000 ₪",רמת ויזניץ
0.0,0.0,07/12/2004,ללא כתובת,10867-124-6,דירה בבית קומות,3,ראשונה,41.59,"239,000 ₪",רמת ויזניץ
0.0,0.0,04/06/2018,ללא כתובת,10867-124-3,דירה בבית קומות,3,קרקע,46.82,"695,000 ₪",רמת ויזניץ
0.0,0.0,19/05/2016,ללא כתובת,10867-124-3,דירה בבית קומות,3,קרקע,46.82,"630,000 ₪",רמת ויזניץ
0.0,0.0,09/06/2010,ללא כתובת,10867-124-3,דירה בבית קומות,3,קרקע,46.82,"290,000 ₪",רמת ויזניץ
3.0,1950.0,22/05/2018,זבולון 13,10907-34-10,דירה בבית קומות,2,שניה,55.7,"830,000 ₪",רמת ויזניץ
3.0,1950.0,2008-01-06,זבולון 13,10907-34-10,דירה בבית קומות,2,שניה,55.7,"192,000 ₪",רמת ויזניץ
